UniqueID,VP_Location ,Date,SurveyTime,Weather,Observer,Sheet,RecordID,Time,FieldID_Origin,Oknown,Landuse_Croptype,Sward_height,Species,Count,Disturb.Source_Code,No.Disturbers,Disturb.Response_Code,Other_movemt_activity,Destination_code,Dknown,Direction,Comments 
969,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO6,14:45,P54,,Amenity / Brent reserve,,OC,18,,,,,,,,Feeding
970,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO6,14:45,P54,,Amenity / Brent reserve,,CU,1,,,,,,,,Feeding
971,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,MO8,15:10,West,No,Water,,DB,26,,,,,P54,Yes,,From sea to field
972,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO7,15:20,P52,,,,OC,31,,,,,,,,Feeding
973,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO8,15:20,,,Water,,DB,200,,,,,,,,Feeding
974,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO9,16:00,P23B,,,,DB,255,,,,,,,,
975,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO10,16:05,,,,,DB,80,,,,,,,,"Feeding. Brent on sea and intertidal (remains of the 200+ seen earlier [CO8], perhaps?) Turnstones feeding on the little shingle spit"
975.1,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,CO10,16:05,,,Shingle,,TT,15,,,,,,,,"Feeding. Brent on sea and intertidal (remains of the 200+ seen earlier [CO8], perhaps?) Turnstones feeding on the little shingle spit"
976,Portsmouth/Portchester,01/02/2017,,"Overcast, misty start. Brief clearing and sunny spell in afternoon. Returning to overcast (thick sea mist). Dry light to moderate ~9'C.",Andy Rothwell,2,no ID,14:45,P20,,,,DB,0,,,,,,,,
977,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO1,12:00,H48B,,Cereal,20.0,DB,600,,,,,,,,
978,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO1,12:00,H48B,,Cereal,20.0,CU,3,,,,,,,,
979,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO2,12:15,H48C,,Cereal,20.0,RP,16,,,,,,,,Roosting
980,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,MO1,12:18,West,No,,,DB,11,,,,,H48D,Yes,,Flew from sea (west)
981,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO3,12:29,H48D,,,,DB,750,,,,,,,,"Updated count, same location as CO1"
982,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,MO2,12:22,West,No,,,DB,31,,,,,H48D,Yes,,Flew from sea (west)
983,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,MO3,12:30,West,No,,,DB,13,,,,,H48D,Yes,,Flew from sea (west)
984,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,MO4,12:35,South,No,,,GV,6,,,,,H48C,Yes,,Flew in from south and joined RPs
985,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,MO5,12:40,H48D,Yes,,,DB,750,,,,,Water just H48F,Yes,,"Whole flock took flight, circled and settled on water just off H48F"
986,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO4,12:55,H46B,,,,CU,3,,,,,,,,The 3 Curlew with Brents moved on while I was counting Brents - it is possible that these 3 birds were the same as those on H48D
987,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO5,13:30,H48C,,,,RP,16,,,,,,,,Roosting
988,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO6,13:55,H48F,,,,CU,16,,,,,,,,
989,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO6,13:55,H48F,,,,DB,24,,,,,,,,
990,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,CO7,14:00,,,Water,,DB,750,,,,,,,,On sea
991,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,1,MO6,14:05,,No,,,DB,750,,,,,H48F,Yes,,The whole flock gradually moved to H48F
992,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,MO7,14:10,H48F,Yes,,,DB,750,,,,,Sea,Yes,,The whole flock of Brent and Curlew were spooked and took flight. There was no obvious reason why but quite dense fog had closed in by this point. The Curlew flew North - the Brents circled - landed in the middle of H48F briefly - but were spooked again and settled on the water.
993,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,MO7,14:10,H48F,Yes,,,CU,16,,,,,,No,North,The whole flock of Brent and Curlew were spooked and took flight. There was no obvious reason why but quite dense fog had closed in by this point. The Curlew flew North - the Brents circled - landed in the middle of H48F briefly - but were spooked again and settled on the water.
994,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,CO8,14:40,H48C,,,,RP,16,,,,,,,,
995,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,CO9,15:15,H48F,,,,DB,200,,,,,,,,Birds starting to settle back of field
996,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,MO8A,15:25,H48F,Yes,,,DB,500,,,,,Sea,Yes,,"Whole flock spooked, flew from H48F north over H48C and D, they appeared as if they would land on H48D, but gained height, circled, then the flock split. Approximately 250 flew N then NE (MO8 B) the majority (2/3s) circled and settled back on the sea at CO7. I contacted Ben and Andy but neither saw birds in flight."
996.1,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,MO8B,15:25,H48F,Yes,,,DB,250,,,,,,No,North,"Whole flock spooked, flew from H48F north over H48C and D, they appeared as if they would land on H48D, but gained height, circled, then the flock split. Approximately 250 flew N then NE (MO8 B) the majority (2/3s) circled and settled back on the sea at CO7. I contacted Ben and Andy but neither saw birds in flight."
996.5,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,2,MO9,15:35,,No,,,DB,25,,,,,Sea,Yes,,Flew south to flock
997,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H52A,,,,DB,0,,,,,,,,
998,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49A,,,,DB,0,,,,,,,,
999,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49B,,,,DB,0,,,,,,,,
1000,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49C,,,,DB,0,,,,,,,,
1001,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49D,,,,DB,0,,,,,,,,
1002,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49E,,Solar farm,,DB,0,,,,,,,,
1003,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H48G,,,,DB,0,,,,,,,,
1004,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H34B,,,,DB,0,,,,,,,,
1005,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H34A,,,,DB,0,,,,,,,,
1006,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49H,,,,DB,0,,,,,,,,
1007,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H49G,,,,DB,0,,,,,,,,
1008,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H46A,,,,DB,0,,,,,,,,
1009,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H34C,,,,DB,0,,,,,,,,
1010,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H34D,,,,DB,0,,,,,,,,
1011,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H34E,,,,DB,0,,,,,,,,
1012,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H31A,,,,DB,0,,,,,,,,
1013,Hayling Island,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Trevor Codlin,3,no ID,,H45,,,,DB,0,,,,,,,,
1014,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,CO1,11:45,C4A,,Winter wheat,15.0,DB,669,,,,,,,,55 Juveniles
1015,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,CO2,12:15,C4A,,Winter wheat,15.0,DB,679,BSA,5,A,,,,,"Gas gun 5 times, just looked up."
1016,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,MO0,12:25,Fishbourn Channel,Yes,,,DB,16,,,,,C4A,Yes,,Recorded as CO3
1017,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,CO4,13:50,C9,,Winter wheat,,DB,1200,,,,,,,,
1018,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,MO1,13:51,C9,Yes,Winter wheat,,DB,1200,DX,1,F,,C8,Yes,,Dog off lead
1019,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,MO2,13:53,C8,Yes,Winter wheat,,DB,1200,,,,,Thorney Channel,Yes,,
1020,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,CO5,14:50,Thorney Channel,,Water,,DB,1100,,,,,,,,2 flocks 450 + 1100
1020.1,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,CO5,14:50,Thorney Channel,,Water,,DB,450,,,,,,,,2 flocks 450 + 1100
1021,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,CO6,15:21,C5B,,Winter wheat,7.5,DB,1000,,,,,,,,
1021.5,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,MO3A,15:30,C5B,Yes,Winter wheat,7.5,DB,600,,,,,Bosham Channel,Yes,,"Disturbance not seen. Birds all flew up, split into two and dropped into NE and S of channel."
1021.6,Bosham and Chidham,01/02/2017,,"Overcast, light rain and wind. Clearing with occasional fog towards end.",Jim Glover and Chris Skinner,1,MO3B,15:30,C5B,Yes,Winter wheat,7.5,DB,400,,,,,Bosham Channel,Yes,,"Disturbance not seen. Birds all flew up, split into two and dropped into NE and S of channel."
1022,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO1,12:21,G52,,Creek,,DB,96,,,,,,,,Mainly west part of creek
1023,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO2,12:25,Upper Workhouse Lake,,,,DB,87,,,,,,,,Feeding
1024,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO3,12:30,G46,,Saltmarsh,,DB,31,"W, DX",4,A,,,,,Feeding
1025,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO4,12:40,,,Creek,,DB,82,W,3,W,,,,,Feeding
1026,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO5,13:15,,,Creek,,DB,96,W,2,W,,,,,Feeding
1027,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO6,13:30,,,Creek,,T,15,,,,,,,,
1028,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO7,13:30,,,Creek,,DB,43,,,,,,,,Feeding
1029,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO8,13:40,G51,,Creek,,DB,5,,,,,,,,Feeding
1030,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO9,14:00,P70,,Saltmarsh,,DB,14,,,,,,,,"Feeding offshore from Hardway, Quay Rd inside P70"
1031,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO10,14:20,G47,,Playing field,,DB,1,S,30,W,,,,,Single DB happily feeding away from a football game
1032,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO10,14:20,G47,,Playing field,,BH,70,S,30,W,,,,,
1033,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,COx,14:30,G03,,Playing field,,DB,64,,,,,,,,Feeding. Flock arrived as I drove past - unknown origin. Recorded as MO1.
1034,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,MO2,15:05,G31,Yes,Golf course,,DB,92,S,6,F,,G01,Yes,,8 Juveniles
1035,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,MO3,15:15,G03,Yes,Playing field,,DB,64,,,,,G32B,Yes,,
1036,Gosport,01/02/2017,,"Cloudy/calm, 11'C, Wind S F2 (4 kn)",Dave Stevenson,1,CO11,15:20,G32B,,Amenity grass,,DB,64,"W, DL",7,W,,,,,Nervous flock
1037,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO1,11:45,G10,,Playing field,3.0,DB,610,,,,,,,,34 Juveniles. Feeding
1038,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,MO1,11:42,G37,Yes,Shingle,,DB,17,,,F,,G10,Yes,,
1039,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO2,12:33,G01,,Playing field,4.0,DB,5,,,,,,,,Feeding
1040,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO3,12:33,G31,,Golf course,5.0,DB,4,,,,,,,,Feeding
1041,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO4,12:42,G63,,Playing field,5.0,DB,144,,,,,,,,Feeding
1042,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO5,12:45,G10,,Playing field,3.0,DB,630,,,,,,,,Feeding
1043,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO6,13:30,G10,,Playing field,3.0,DB,630,,,,,,,,Feeding
1044,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,MO2,13:45,G63,Yes,Playing field,5.0,DB,50,,,,,G10,Yes,,
1045,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,MO3,13:45,G63,Yes,Playing field,5.0,DB,215,,,,,G50,Yes,,To drink? No disturbance in G63
1046,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,MO4,13:45,G63,Yes,Playing field,5.0,DB,20,,,,,G31,Yes,,
1047,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO7,14:10,G10,,Playing field,3.0,DB,680,,,,,,,,Feeding
1048,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,MO5,14:15,G15?,No,Playing field,5.0,DB,12,,,,,G10,Yes,,
1049,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,MO6,14:30,G10,Yes,Playing field,4.0,DB,680,W,5,F,,G02,Yes,,Flood water in G02. Possibly need a drink
1050,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO8,15:00,G02,,Playing field,4.0,DB,680,,,,,,,,Feeding
1051,Gosport,01/02/2017,,"Still, overcast, 10'C",Jack Potter,1,CO9,15:45,G02,,Playing field,4.0,DB,680,,,,,,,,Feeding
1052,Portchester,01/02/2017,,"Cloudy, murky start with light rain. Brightening with sunny spells. Wind SE 0-1.",Richard Levett,1,CO1,11:45,,,Harbour,,DB,439,,,,,,,,"Feeding on shore edge. 20 Juveniles in broods of 4,3,3,3,2,2,2,1"
1053,Portchester,01/02/2017,,"Cloudy, murky start with light rain. Brightening with sunny spells. Wind SE 0-1.",Richard Levett,1,CO2,11:55,,,Harbour,,RP,18,,,,,,,,
1054,Portchester,01/02/2017,,"Cloudy, murky start with light rain. Brightening with sunny spells. Wind SE 0-1.",Richard Levett,1,CO2,11:55,,,Harbour,,TT,16,,,,,,,,
1055,Portchester,01/02/2017,,"Cloudy, murky start with light rain. Brightening with sunny spells. Wind SE 0-1.",Richard Levett,1,CO3,12:12,P102,,,,DB,42,,,,,,,,Feeding. 4 Juveniles in broods of 3 and 1
1056,Portchester,01/02/2017,,"Cloudy, murky start with light rain. Brightening with sunny spells. Wind SE 0-1.",Richard Levett,1,MO1,12:15,,No,,,DB,41,,,,,P102,Yes,,Arrived from SE and joined CO3. 0 Juveniles.
